,Questions,Answers
996,It is a USB headset with 3.5mm connectors for audio and mic.,It is a USB headset with 3.5mm connectors for audio and mic.
997,Nope it's worked fine,Nope it's worked fine
998,Yes you can. There is no problem to use this game on an American ps3.,Yes you can. There is no problem to use this game on an American ps3.
999,No this not a multiplayer game,No this not a multiplayer game
1000,"Yes, it works with PC. The chat volume wheel controls the sound from the computer. All you have to do is plug in the headset, the drivers automatically install. Just make sure that the headset is set to be your default device in the sound settings.","Yes, it works with PC. The chat volume wheel controls the sound from the computer. All you have to do is plug in the headset, the drivers automatically install. Just make sure that the headset is set to be your default device in the sound settings."
1001,it sounds tiny because it is 150 ohms so it needs an amp to push it but the pc 360 are 50 ohm and dont need an amp ... jus look for a headset with 50 or less ohms and u wont need an amp,it sounds tiny because it is 150 ohms so it needs an amp to push it but the pc 360 are 50 ohm and dont need an amp ... jus look for a headset with 50 or less ohms and u wont need an amp
1002,It does have offline Multi-player (split-screen) up to 4 players.  We've done 2 player split-screen mostly.,It does have offline Multi-player (split-screen) up to 4 players.  We've done 2 player split-screen mostly.
1003,Yes. My daughter plays it on windows 8. :),Yes. My daughter plays it on windows 8. :)
1004,"Also,  run the installer with administrative privileges.  No problems","Also,  run the installer with administrative privileges.  No problems"
1005,"If you have Windows 7, use these instructions, http://smile.amazon.com/review/R17MEK6ESDTFRD/ref=cm_cr_pr_viewpnt#R17MEK6ESDTFRDIf you have Windows 8, use these instructions, http://smile.amazon.com/review/R172M7IP6UAFJ9/ref=cm_cr_pr_viewpnt#R172M7IP6UAFJ9I used the Windows 7 instructions, and it worked perfectly for me.","If you have Windows 7, use these instructions, http://smile.amazon.com/review/R17MEK6ESDTFRD/ref=cm_cr_pr_viewpnt#R17MEK6ESDTFRDIf you have Windows 8, use these instructions, http://smile.amazon.com/review/R172M7IP6UAFJ9/ref=cm_cr_pr_viewpnt#R172M7IP6UAFJ9I used the Windows 7 instructions, and it worked perfectly for me."
1006,Yes we had the same problem and this hard drive did the trick.  It took about 30 seconds to install and the price is good,Yes we had the same problem and this hard drive did the trick.  It took about 30 seconds to install and the price is good
1007,"I have pretty big hands and when i palm the mouse my fingers don't go past the side. It gives a nice, full feel when holding it.","I have pretty big hands and when i palm the mouse my fingers don't go past the side. It gives a nice, full feel when holding it."
