,Questions,Answers
498,what kind of batteries does the transmitters use?,I use energizer rechargeables. Costco has batteries called en-loop. AA NiHM batteries are the best.
499,What kind of battery does the remote use?,"It uses a 12-volt alkaline MN21 battery, like these: Duracell MN21B2PK Watch / Electronic/ Keyless Entry Battery, 12 Volt Alkaline"
500,foto of rear? XLR outputs?,Yes it has balanced outputs. This is dual monaraul and pseudo balanced.
501,How long of a bow will this case accomodate?  I purchased a new bow for my daughter and it will not fit in her current case.,It will fit a full size.
502,Does this product work on the 120volt side and will it work with led puck lights,"This product used 120V AC power and converts it to 12V DC power.  It will work for any type of 12V DC device.  Beware though, polarity is important in DC devices.  If it doesn't turn on at first, reverse the wires and it should work.  Also, these transformers have a maximum load in watts.  Be sure to know the watts of your string of devices.  Do not overload the transformer.  If you need to, buy two.  That is the downside of using a lot of LED lighting devices.  They may be cheap but the transformers and additional wiring can be expensive.  Hope this helped."
503,How are the sounds in this unit? Are they realistic or cheap sounding? What sounds does it have?,"I asked my 15 year old, whom is good with music, He said the keyboard is good better than a cheap sound.but not as good as a professional unit, And the system can create  about 500 different sounds piano, drums, most instruments."
504,"Hi, is this item compatible with Focusrite Scarlett 2i4 USB Audio Interface?? I want to record on my mac also.",Yes it is
505,Does it have a metronome function?,No!
506,Can I use a splitter to plug both mic into my IPad? Also do I need something else for this?,"I can't really say, but I do know if you call the company that they have been very helpful to us. Give them a ring."
507,Can I use a locker in this case?,"no, maybe you can use special belt, but locker mmm no, I was trying it is possible, but good question, I didn't know the possibility to use a locker, because it is heavy and I use for local places."
508,Does it fit an IPAD AIR,"Ionic Rotating Stand Leather Case with SLEEP AND WAKE Functiontion - according to Apple's website, the iPAD Air is a different size than the previous iPADs.  See https://www.apple.com/ipad/compare/   So I don't think that this case will fit the iPAD Air."
509,I have a CD recorder.  It has 4 plugs.  I only see 2 on this item.  am I able to record CD's with this?,"Yes. The 2 RCA female plugs are the mixers output. 2 out of the 4 female RCA plugs on your recorder are inputs. You use these. The other 2 are outputs. They go to an external amp. Not the mixer. If you wanted to hear the recording thru the mixer from the recorder, get an RCA male 2 connector to 2 (1/4"" ) plugs (like guitar plugs and run them thru 2 channels on the mixer"
510,"Does ""a set of -spare- strings"" mean that there is an additional pair or is it just the one set used to string it initially?","The erhu comes pre-stringed and includes an additional set of strings. So you get two full sets of strings. It is quite nice, comes with a tuner and various pads to suit your taste in sound"
511,I have a 6 string Sunlite Dreadnaught and I am wondering if that will fit in this bag?,"my Hohner Chorus dreadnaught guitar is 41"" in length and at the widest part across the body is 16"" and depth is 5"" and my guitar fits in the case very well and it even has room for a little movement I hope this helps you! if you have any more questions feel free to ask."
512,can these be used in vehicles? im trying to use them inside my headlights there gonna go around the outter part around the blub is this possiable,I would say no.  I don't think they would hold up between the heat from the headlights and weather.  They'd work if you were doing something inside your car...
513,"I see this set doesn't come with the hi hat stand, but I understand you can use any hi hat stand correct? It does come with the set stand",It does not come with the hi hat stand. The other cymbals attach to the drum stand. You can use any hi hat stand.
514,I am trying to run a span of 48 total feet how many repeaters will i actually need? One after Every 16 foot run?,"The power source that came with your LED roll should power up to two LED rolls (16ft each), the repeater will also power up to two (one line coming in and two lines going out (being repeated)).  If you need 48ft then you would 3 LED rolls and 1 repeater.  1st LED roll connects to the power source / controller, 2nd roll to the end of the 1st LED and the other end in the repeater IN, third LED roll connects to the repeater OUT.  You would still be able to attached a 4th LED roll to the 2nd repeater Out- if you wanted an additional 16ft (64ft total).  Hope this helps... good luck!"
